Account Number,Account Source,Annual Revenue,State Code,Country Code,Channel Program Name,Industry,Name,Number of employees,Ownership,Rating,Site,Type,Year Started,Total Opportunity Amount,First Sale Date,Last Sale Date,Average Sales Cycle ,Number of Renewals,Num Opportunities Won,Num Opportunities Lost
1295,3,$438592.94,CA,US,3,Ophthalmic Goods,Gutmann Group,63823,1,3,US,2,1979,519743,07-10-2015,5/29/2018,71,5,3,1
1296,4,$32128.07,NY,US,3,Commercial Banks,Lemke and Sons,83445,1,1,US,7,1950,869659,04-11-2015,5/26/2018,30,2,1,1
1297,5,$221006.20,FL,US,1,Savings Institutions,Kohler-Reichert,25706,4,3,US,4,1910,718229,6/24/2015,04-04-2018,53,2,5,3
1298,3,$151535.84,MO,US,3,Real Estate,Dietrich-MacGyver,49976,4,2,US,3,2000,666373,2/19/2015,5/15/2018,34,2,1,5
1299,5,$738204.19,WA,US,3,Major Pharmaceuticals,Mueller Inc,87414,4,1,US,4,1910,836835,02-10-2017,10/26/2018,44,3,3,4
1300,4,$941417.59,IN,US,2,Real Estate Investment Trusts,"Becker, Nader and Howe",64031,3,1,US,4,1940,513230,3/28/2015,8/20/2018,71,1,4,3
1301,1,$418761.50,TN,US,3,Medical/Dental Instruments,Schimmel-Bosco,97303,2,2,US,6,1946,485548,2/13/2016,11/17/2018,73,4,2,1
1302,5,$144824.81,LA,US,3,,Hyatt-Anderson,91485,1,3,US,4,1922,496553,5/13/2015,6/20/2018,62,5,1,2
1303,5,$854667.51,VA,US,3,,Hauck and Sons,94175,2,2,US,6,1914,751052,08-09-2016,1/19/2019,62,1,3,5
1304,2,$169593.69,NY,US,3,Trucking Freight/Courier Services,Gerhold LLC,28072,3,1,US,2,1925,690684,3/16/2017,3/19/2018,65,3,5,3
1305,1,$358191.69,NC,US,3,Business Services,Lesch and Sons,99567,3,2,US,1,1934,554771,1/16/2017,7/27/2018,66,4,1,1
1306,4,$951602.72,TX,US,2,Power Generation,Renner-Hermann,46403,3,1,US,6,1932,856159,7/15/2015,01-01-2019,59,4,2,3
1307,2,$529113.26,NC,US,2,Automotive Aftermarket,Howell Group,54438,2,2,US,3,2000,779377,6/16/2016,1/25/2019,31,3,5,2
1308,3,$394340.20,TX,US,2,Recreational Products/Toys,"Franecki, Hyatt and Corkery",27449,1,2,US,3,1970,266478,2/23/2016,4/22/2018,59,1,4,3
1309,3,$18876.50,NY,US,2,,"Abshire, Bernhard and Lockman",34832,3,2,US,3,1933,697980,6/23/2017,5/22/2018,72,4,2,1
1310,4,$423472.08,TX,US,3,Major Pharmaceuticals,"Haag, Monahan and Nienow",26468,4,2,US,5,1949,619347,01-09-2018,05-07-2018,43,4,5,1
1311,3,$175390.45,TX,US,2,Major Banks,"Dickens, Lubowitz and Collier",44533,4,1,US,5,1960,613368,3/26/2016,03-04-2018,35,2,4,5
1312,2,$229323.68,FL,US,2,Biotechnology: Biological Products (No Diagnostic Substances),O'Keefe-Dickens,4872,2,2,US,6,1938,563129,03-04-2015,06-01-2018,50,4,4,1
1313,3,$954292.76,MI,US,3,Agricultural Chemicals,Kessler Group,21071,3,3,US,1,1902,110406,9/28/2015,07-02-2018,77,1,4,4
1314,4,$416465.70,FL,US,2,Food Distributors,"Herzog, Rippin and Kohler",44752,4,1,US,5,1995,627852,11-09-2016,01-06-2019,46,5,2,3
1315,4,$933672.20,OH,US,3,Other Pharmaceuticals,"Yost, Bailey and Pfannerstill",68163,4,2,US,1,1962,711024,9/28/2016,4/13/2018,41,3,5,2
1316,1,$541228.50,WI,US,2,Oilfield Services/Equipment,"Hudson, Reichel and Beier",94113,1,1,US,5,1954,167247,2/26/2017,11-08-2018,73,1,4,4
1317,4,$719549.21,FL,US,3,,Borer-Beatty,97339,3,1,US,5,1902,900724,9/23/2016,05-04-2018,84,1,4,5
1318,4,$91969.67,UT,US,3,Environmental Services,Nicolas Inc,26515,2,3,US,2,1979,473556,5/30/2016,12/31/2018,37,3,2,5
1319,2,$700752.84,NC,US,2,Other Consumer Services,"Reinger, Heaney and Fadel",67790,1,2,US,7,1948,208950,07-10-2017,9/17/2018,85,5,5,4
1320,3,$422381.96,NV,US,2,Electrical Products,Dibbert-MacGyver,23936,3,1,US,5,1918,707758,7/26/2016,11/18/2018,87,4,5,2
1321,3,$295513.63,PA,US,2,Investment Managers,Adams Group,61457,4,1,US,6,1946,57042,11-09-2017,9/30/2018,37,3,1,3
1322,5,$804938.80,NY,US,3,Restaurants,Huel and Sons,37730,2,3,US,4,1926,594265,12/21/2017,9/28/2018,31,3,3,4
1323,1,$219973.01,CA,US,3,Coal Mining,Fadel-Lang,47609,1,3,US,6,1937,897594,3/22/2016,2/17/2018,43,2,3,2
1324,2,$724167.55,NY,US,3,,Mraz and Sons,97528,4,2,US,7,1965,65392,4/16/2015,2/13/2018,87,2,3,1
1325,4,$91511.71,MI,US,2,Semiconductors,Bode-Gerlach,38312,1,2,US,6,1948,200516,6/27/2016,5/24/2018,65,5,4,3
1326,1,$757392.34,TX,US,2,,Lynch-Little,40700,1,1,US,2,1902,136168,01-12-2018,03-08-2018,59,2,1,5
1327,4,$266713.73,IL,US,3,RETAIL: Building Materials,Moore and Sons,67828,4,1,US,6,1914,592161,10/28/2015,1/15/2019,44,5,3,1
1328,1,$90671.47,MD,US,3,Savings Institutions,Adams-Marquardt,38470,2,1,US,6,1950,760346,2/18/2016,4/15/2018,89,4,2,3
1329,5,$83628.51,FL,US,2,Major Pharmaceuticals,Berge-Johns,23315,2,2,US,3,1930,959757,03-09-2015,07-07-2018,52,3,2,5
1330,1,$28450.63,MN,US,3,,Hagenes and Sons,92978,4,2,US,6,1997,717396,06-01-2015,7/27/2018,49,3,5,2
1331,1,$970501.10,NV,US,2,Department/Specialty Retail Stores,Zboncak and Sons,74925,4,2,US,5,1944,83599,3/16/2016,4/24/2018,49,3,5,2
1332,4,$537396.17,TX,US,3,,Schinner-Zieme,34088,4,3,US,5,1946,911695,6/14/2015,2/15/2018,84,4,2,3
1333,1,$341172.28,FL,US,3,Business Services,Mosciski-Bradtke,90846,2,3,US,7,1984,187640,11/17/2017,6/23/2018,77,5,5,5
1334,2,$56738.40,CA,US,3,Medical/Dental Instruments,Fahey-Cole,27148,2,2,US,5,1932,497592,2/26/2015,1/17/2019,49,2,3,3
1335,4,$848438.40,MO,US,3,Real Estate Investment Trusts,"Little, Langosh and Jacobs",51241,1,1,US,7,1900,767839,5/28/2015,7/24/2018,47,2,2,4
1336,4,$214524.21,MA,US,3,Hospital/Nursing Management,"Kling, Streich and Osinski",5635,4,3,US,7,1937,57077,04-05-2017,8/30/2018,55,2,2,4
1337,5,$68977.00,DE,US,3,,Balistreri-Mohr,60231,4,1,US,4,1918,462190,10/25/2017,11/21/2018,67,1,1,2
1338,3,$896423.66,DC,US,2,,"Reinger, Wintheiser and Cronin",52664,4,3,US,4,1946,397774,6/23/2016,2/26/2018,75,2,2,3
1339,4,$826998.56,NY,US,3,Semiconductors,Turcotte-Abbott,33986,2,3,US,5,1918,737903,12/23/2016,9/22/2018,60,5,1,4
1340,4,$890874.22,VA,US,2,RETAIL: Building Materials,"Goyette, Kerluke and Hahn",64036,4,3,US,7,1917,854329,11-12-2015,1/20/2019,45,5,1,5
1341,1,$254990.81,TX,US,2,Real Estate Investment Trusts,Krajcik-Hodkiewicz,24032,1,1,US,2,1957,593402,10/15/2015,5/20/2018,73,4,2,4
1342,4,$3584.13,UT,US,3,Food Distributors,"Stanton, Reinger and Littel",93309,4,3,US,2,1979,86517,03-02-2015,5/14/2018,74,5,4,5
1343,4,$677445.56,TX,US,2,,"Jenkins, Torphy and Ortiz",42281,3,2,US,3,1968,679676,12-04-2015,02-05-2018,43,3,1,1
1344,1,$113935.32,SC,US,2,Major Banks,"Waelchi, Mayer and Aufderhar",35994,4,3,US,6,1905,22745,5/28/2016,12-08-2018,68,4,4,2
1345,3,$878350.42,TX,US,3,Biotechnology: Biological Products (No Diagnostic Substances),"Cole, Kiehn and Hirthe",6354,3,1,US,4,1914,443649,4/14/2015,07-03-2018,82,2,3,4
1346,3,$18145.78,CA,US,3,Professional Services,Conroy-O'Conner,31842,1,2,US,2,1910,134243,11/28/2016,5/24/2018,60,2,1,3
1347,5,$44079.55,NC,US,3,Oil & Gas Production,Steuber LLC,26768,1,2,US,7,1961,851322,9/19/2015,11/23/2018,45,2,4,4
1348,2,$752407.02,CO,US,2,Apparel,Baumbach-Bernhard,59107,4,2,US,5,1983,353928,4/17/2017,4/23/2018,65,1,3,2
1349,2,$639115.69,CO,US,3,Hospital/Nursing Management,"McDermott, Prohaska and Wiegand",10643,1,1,US,4,1924,320443,3/14/2016,12/25/2018,64,5,4,2
1350,2,$389535.58,CA,US,2,Ophthalmic Goods,"Bosco, Weimann and Marquardt",21296,1,3,US,4,1986,89067,5/13/2016,10/21/2018,40,5,3,3
1351,4,$639077.33,CA,US,2,Major Banks,Barton Inc,80853,3,2,US,1,1991,751943,7/21/2015,7/13/2018,40,4,2,5
1352,2,$450770.71,TX,US,3,,"Hirthe, Morissette and Stanton",83010,1,3,US,3,1973,933977,12/31/2017,11-02-2018,89,2,2,5
1353,1,$264141.13,DC,US,2,Major Banks,"Schimmel, Batz and Hoeger",98823,3,2,US,5,1975,489598,1/21/2018,9/21/2018,78,2,3,5
1354,3,$368258.33,TX,US,3,Major Pharmaceuticals,"Weissnat, Corwin and Ratke",48375,2,3,US,6,1931,738777,3/14/2017,01-10-2019,70,2,2,1
1355,1,$937599.93,FL,US,2,Oil/Gas Transmission,"Mante, Braun and Nikolaus",99012,2,1,US,7,1971,63643,07-09-2015,04-07-2018,82,1,5,1
1356,2,$819809.23,IA,US,2,Other Consumer Services,"Hackett, Hamill and Vandervort",15106,2,3,US,2,1921,524911,10-04-2015,1/16/2019,32,5,2,4
1357,1,$999487.74,MO,US,2,,Schumm-Wunsch,36563,1,3,US,7,1942,158228,4/30/2017,04-09-2018,85,3,3,5
1358,2,$735817.19,TX,US,2,Real Estate Investment Trusts,"Eichmann, Schmitt and Ledner",78160,4,1,US,5,1905,820611,3/18/2015,8/22/2018,44,2,2,2
1359,2,$597858.56,MI,US,2,Property-Casualty Insurers,Kozey-Moen,80748,2,1,US,4,1972,34897,5/27/2016,08-07-2018,85,1,1,4
1360,1,$861231.79,PA,US,3,,Collier-Borer,63896,2,2,US,6,1934,27184,02-11-2016,7/28/2018,75,3,5,5
1361,5,$67919.79,IL,US,3,Major Pharmaceuticals,Hilll-Runolfsson,43128,2,2,US,3,1915,954021,6/30/2017,1/26/2019,89,2,1,2
1362,1,$963095.83,IL,US,3,Real Estate Investment Trusts,Macejkovic-Marquardt,90917,1,3,US,4,1972,618340,10/31/2017,3/29/2018,34,2,4,5
1363,2,$950062.19,MS,US,3,Medical/Dental Instruments,Howell LLC,97856,3,3,US,5,1990,340674,3/14/2015,3/20/2018,55,5,4,5
1364,1,$442151.22,CA,US,2,Medical Specialities,Becker-Hodkiewicz,88016,3,3,US,1,1981,485656,10-04-2015,3/28/2018,47,4,2,5
1365,4,$700726.10,MN,US,3,Real Estate Investment Trusts,Quigley-Blanda,86109,2,2,US,3,1908,676483,5/19/2015,9/14/2018,67,4,1,4
1366,1,$595601.24,FL,US,3,Investment Bankers/Brokers/Service,Bergstrom Group,54755,3,2,US,1,1971,258522,1/30/2016,6/21/2018,40,5,1,4
1367,3,$650477.93,MO,US,3,Oil/Gas Transmission,Stark Group,87173,4,1,US,1,1969,373604,7/26/2017,01-06-2019,73,2,5,3
1368,3,$88177.93,TN,US,2,EDP Services,Runolfsdottir-Jacobson,14257,4,2,US,4,1902,803299,3/16/2017,10-10-2018,71,5,4,4
1369,4,$877343.72,MO,US,3,Medical/Dental Instruments,Brekke and Sons,42680,2,2,US,7,1949,671135,07-03-2015,08-12-2018,40,5,5,1
1370,3,$430054.26,GA,US,3,Apparel,"Hermann, Moen and Turner",41991,2,1,US,7,1960,82058,10/30/2017,01-09-2019,33,2,3,5
1371,5,$116731.63,MA,US,3,Trucking Freight/Courier Services,Hermann Inc,4360,3,3,US,3,1931,336988,1/16/2017,4/22/2018,54,3,1,5
1372,5,$231268.83,MA,US,2,Major Pharmaceuticals,O'Reilly-Kassulke,39232,3,3,US,3,1978,89727,7/26/2016,5/18/2018,68,1,5,3
1373,5,$888828.47,WA,US,2,Marine Transportation,Howell LLC,40077,3,2,US,3,1910,728536,2/24/2015,6/30/2018,48,1,2,4
1374,2,$623949.69,PA,US,3,,Nader-Ortiz,46317,1,1,US,3,1995,938051,9/21/2016,04-10-2018,35,1,4,1
1375,5,$588965.24,TX,US,3,Banks,"Kris, Funk and Torp",47114,3,1,US,6,1983,754466,05-10-2015,1/25/2019,79,5,5,4
1376,1,$764377.52,VA,US,3,Industrial Machinery/Components,Anderson Inc,62680,4,3,US,7,1962,38385,8/19/2015,05-05-2018,46,3,5,2
1377,5,$553475.70,MS,US,3,Radio And Television Broadcasting And Communications Equipment,"Hodkiewicz, Crooks and Gleason",97767,4,3,US,5,1986,962714,11-08-2017,8/18/2018,86,4,3,3
1378,4,$338428.29,TX,US,2,Oil & Gas Production,Rowe-Rosenbaum,76256,1,1,US,6,1902,214491,8/13/2015,08-10-2018,64,3,5,1
1379,5,$474199.06,CA,US,3,Oil Refining/Marketing,"Larkin, Fadel and Feil",57150,1,1,US,4,1902,897343,06-08-2016,12/20/2018,79,3,3,5
1380,4,$962079.79,TX,US,2,Major Banks,Deckow-Swaniawski,22682,4,2,US,2,1958,245294,12/17/2015,05-09-2018,67,5,1,5
1381,2,$815302.53,FL,US,3,Medical/Nursing Services,Ziemann-Kihn,8545,4,2,US,5,1935,441060,6/30/2016,12-06-2018,67,5,4,4
1382,4,$800718.26,FL,US,2,Package Goods/Cosmetics,"Auer, Mohr and Hessel",15573,4,2,US,4,1933,169839,6/15/2017,4/23/2018,57,3,5,3
1383,5,$60079.13,NY,US,3,Specialty Insurers,Pagac Group,46639,3,2,US,7,1912,403045,7/20/2016,8/23/2018,50,4,3,4
1384,5,$765141.35,FL,US,2,Major Pharmaceuticals,Schroeder and Sons,52230,3,2,US,7,1996,80989,08-12-2016,10/17/2018,45,4,5,1
1385,4,$548045.63,MI,US,2,Business Services,Kuvalis and Sons,10072,3,1,US,4,1957,846756,2/28/2015,08-04-2018,43,2,3,4
1386,5,$213634.66,FL,US,2,Business Services,Reilly LLC,64887,1,1,US,7,1916,871799,11/28/2015,04-11-2018,76,5,4,2
1387,3,$982068.02,NY,US,3,Water Supply,Kshlerin-Nader,51550,3,2,US,2,1995,353652,5/27/2016,10-11-2018,37,5,5,1
1388,5,$322417.62,FL,US,3,Business Services,King Inc,75438,3,3,US,3,1902,366332,10/15/2015,12-10-2018,67,3,5,1
1389,2,$366047.06,OH,US,2,Oil & Gas Production,"Wisoky, Schulist and Graham",49075,4,2,US,2,1982,904787,7/19/2017,5/24/2018,32,4,4,1
1390,5,$779299.28,OR,US,3,Industrial Specialties,"Hane, Glover and Von",92305,1,3,US,2,1946,888487,7/22/2017,4/22/2018,40,1,5,5
1391,4,$856491.25,TX,US,2,Real Estate Investment Trusts,Zemlak Group,41883,3,2,US,6,1992,573899,12-05-2016,2/21/2018,76,1,2,4
1392,4,$548963.67,FL,US,2,,Boehm LLC,35334,4,1,US,7,1904,655856,06-09-2015,1/27/2019,60,5,3,1
1393,5,$972495.57,CA,US,2,Railroads,Rohan-Weber,69913,1,1,US,6,1966,179312,9/13/2015,11/17/2018,86,5,4,2
1394,4,$916276.90,KY,US,2,Advertising,"Bailey, Bashirian and Bednar",51279,1,3,US,3,1991,42403,03-06-2017,09-09-2018,76,5,1,2
1395,2,$626396.26,CA,US,3,Semiconductors,Rohan-O'Connell,43728,3,3,US,6,1929,223780,12/27/2017,05-10-2018,72,5,1,5
1396,3,$256107.53,FL,US,3,Real Estate Investment Trusts,Haley Inc,86513,1,2,US,1,1965,417839,1/15/2018,6/22/2018,63,3,4,5
1397,4,$64986.28,NV,US,3,Real Estate,Haag LLC,17040,4,2,US,4,1985,342315,8/19/2015,9/25/2018,62,5,1,3
1398,4,$764784.78,KY,US,2,Building Materials,Pagac-Lind,84127,2,2,US,3,1907,207765,10-09-2016,2/16/2018,88,2,4,1
1399,3,$8795.96,NE,US,2,Industrial Machinery/Components,Larkin-Bayer,77936,2,1,US,2,1943,443542,4/25/2015,11/21/2018,49,1,1,2
1400,5,$115680.75,TX,US,2,Business Services,"Grimes, Quigley and Hills",59194,3,1,US,3,1971,579212,01-10-2018,4/17/2018,67,2,4,5
1401,1,$252586.99,AL,US,2,Other Specialty Stores,Little-Fadel,37413,3,2,US,2,1930,152345,07-08-2017,2/14/2018,73,5,4,5
1402,3,$446440.10,TX,US,2,Metal Fabrications,Prohaska LLC,85231,1,3,US,2,1954,893743,08-02-2015,2/19/2018,90,1,2,5
1403,2,$544469.71,TX,US,2,,"Bruen, Stokes and D'Amore",65725,1,1,US,3,1995,898412,11/26/2016,2/20/2018,75,1,3,5
1404,2,$280491.38,MI,US,2,Major Chemicals,"Bauch, Effertz and Hegmann",3127,4,1,US,4,1975,959670,04-01-2016,9/16/2018,58,2,5,3
1405,3,$271281.81,KY,US,3,Medical/Dental Instruments,Spencer-Paucek,87430,2,2,US,5,1976,40090,08-08-2017,10/18/2018,41,4,4,3
1406,3,$355753.54,FL,US,3,Oilfield Services/Equipment,"Kreiger, Buckridge and Kuhn",33247,4,1,US,1,1907,804906,5/18/2016,6/18/2018,66,3,2,2
1407,4,$177595.60,TN,US,2,Biotechnology: Electromedical & Electrotherapeutic Apparatus,"Kshlerin, Reinger and Skiles",42706,1,3,US,4,1903,134087,9/16/2016,07-12-2018,67,1,3,5
1408,4,$810098.09,NC,US,2,,Feeney-Kessler,41413,2,3,US,7,1916,125895,6/30/2015,08-01-2018,80,3,4,5
1409,1,$673001.13,AZ,US,2,Retail: Computer Software & Peripheral Equipment,Kerluke LLC,13032,3,3,US,6,1955,45852,2/19/2016,9/16/2018,33,5,3,4
1410,4,$66588.45,FL,US,3,Movies/Entertainment,"Gaylord, Klocko and Wyman",22542,1,1,US,5,1945,124927,8/22/2017,6/22/2018,68,4,2,3
1411,4,$463489.82,TX,US,3,Biotechnology: Biological Products (No Diagnostic Substances),"Dickinson, Prohaska and Heathcote",36813,1,1,US,6,1911,815902,01-01-2018,05-01-2018,39,5,2,2
1412,4,$408939.44,MI,US,3,,Leuschke-Hayes,67841,2,1,US,6,1994,523778,09-04-2016,10/14/2018,78,4,1,2
1413,5,$483354.69,MO,US,3,,Fahey-Heller,86715,4,3,US,3,1946,185157,06-03-2017,6/20/2018,44,4,4,3
1414,1,$567610.30,MS,US,2,Major Pharmaceuticals,Tremblay-Renner,21344,1,1,US,2,1984,368356,11/26/2017,10-06-2018,45,5,2,3
1415,5,$784136.77,NV,US,3,Telecommunications Equipment,"VonRueden, Fritsch and Renner",84125,1,2,US,2,1917,936709,2/28/2015,12/31/2018,69,2,3,3
1416,5,$990836.99,FL,US,3,Air Freight/Delivery Services,"Upton, Robel and Crona",3807,1,2,US,5,1925,823573,6/21/2015,12-12-2018,83,2,5,2
1417,4,$596477.92,NY,US,3,Building operators,"Gottlieb, Walsh and Weimann",65616,3,1,US,2,1994,470508,03-12-2017,4/25/2018,74,1,4,1
1418,2,$163501.66,PA,US,3,,Maggio-Sipes,94387,1,3,US,2,1967,739021,2/25/2017,5/28/2018,77,4,2,3
1419,4,$277267.89,NJ,US,3,Major Pharmaceuticals,"O'Conner, Schaefer and Hills",56941,1,1,US,6,1999,978933,5/24/2016,6/19/2018,81,5,2,2
1420,5,$975554.37,NV,US,2,Oilfield Services/Equipment,"Wunsch, Konopelski and Kovacek",42023,3,1,US,5,1930,201763,8/23/2017,06-12-2018,38,5,1,1
1421,5,$980304.10,TX,US,3,Banks,Hansen-Dietrich,51228,2,3,US,4,1988,858047,12/13/2016,2/24/2018,46,1,3,2
1422,5,$378856.83,IL,US,2,Packaged Foods,Baumbach-Lowe,50191,2,2,US,5,1983,979774,03-02-2016,3/29/2018,83,3,1,2
1423,1,$403055.55,CA,US,2,,Huel-Grady,62512,1,2,US,5,1925,343958,5/16/2015,09-05-2018,49,3,5,2
1424,2,$165904.84,OK,US,3,Farming/Seeds/Milling,Bernhard-Waters,83746,3,3,US,1,1964,60166,12/29/2016,12/14/2018,77,2,1,2
1425,4,$706628.07,VA,US,2,Business Services,Glover-Goyette,81225,1,1,US,6,1976,32488,4/13/2015,01-08-2019,72,4,1,4
1426,1,$4230.77,MI,US,3,Advertising,"Dickens, Von and Sawayn",64539,4,2,US,7,1913,941002,3/13/2015,3/19/2018,76,5,1,3
1427,5,$76697.72,TX,US,3,Coal Mining,Zboncak-Marquardt,52435,3,3,US,3,1903,424204,7/16/2016,07-05-2018,35,4,3,4
1428,4,$610588.29,CA,US,3,Other Consumer Services,Runolfsdottir and Sons,95860,3,2,US,4,1904,810715,1/18/2016,12-02-2018,45,5,2,3
1429,5,$749163.61,NY,US,3,Medical/Dental Instruments,"Zemlak, Sipes and Feil",71769,2,3,US,2,1957,654143,3/22/2017,7/15/2018,36,3,2,2
1430,3,$231983.32,PA,US,3,Real Estate,Bernier-Weissnat,93027,1,3,US,2,1983,89154,5/22/2016,12/23/2018,34,3,3,1
1431,3,$73396.03,MI,US,2,Major Banks,Bashirian Inc,84243,3,1,US,4,1971,793143,2/20/2016,12-12-2018,35,4,1,3
1432,3,$301947.81,TX,US,3,Major Banks,Fisher-Huel,39607,4,3,US,5,1960,586892,4/17/2016,2/14/2018,89,2,5,4
1433,2,$730105.36,TX,US,2,Major Banks,"Hagenes, Boyle and Paucek",4272,1,2,US,4,1916,49861,07-07-2016,1/31/2019,75,2,5,4
1434,5,$917193.84,OH,US,3,Industrial Machinery/Components,Beahan Inc,89350,4,1,US,3,1928,880824,7/17/2017,5/29/2018,90,4,5,5
1435,4,$614111.10,TX,US,2,,Stark-Bauch,90101,3,3,US,6,1993,346559,6/28/2017,12/24/2018,36,2,3,2
1436,4,$459367.71,MA,US,3,,Shanahan Inc,91763,3,2,US,3,1998,37350,1/31/2018,01-02-2019,86,1,4,2
1437,1,$764355.67,MN,US,3,Hospital/Nursing Management,Lakin-Bergstrom,87252,4,2,US,5,1901,672622,04-08-2015,3/23/2018,44,2,5,2
1438,2,$9916.01,MI,US,3,Major Banks,Casper Group,39937,1,1,US,3,1994,871626,04-11-2016,12/19/2018,75,3,5,2
1439,5,$912405.40,NV,US,4,Savings Institutions,Ferry-Langosh,43620,2,2,US,2,1957,902891,7/14/2015,11/27/2018,55,4,2,4
1440,2,$385701.44,CA,US,3,Specialty Insurers,Langosh LLC,74825,1,1,US,7,1946,279488,8/21/2015,05-11-2018,34,5,2,1
1441,2,$337071.39,LA,US,3,Aerospace,"Reichel, Parker and Torp",52013,2,3,US,1,1918,378977,04-05-2016,7/23/2018,43,1,5,2
1442,2,$823534.47,MN,US,3,,"Kovacek, Kihn and Brekke",45577,4,3,US,2,1995,449005,7/14/2015,02-02-2019,77,1,5,1
1443,4,$396602.95,MN,US,2,Computer Software: Prepackaged Software,"Botsford, Hane and Yost",53954,4,3,US,6,1916,761830,10/22/2017,5/18/2018,71,4,2,3
1444,1,$332181.18,OH,US,2,,"Konopelski, Mills and O'Keefe",44190,2,3,US,4,1947,290515,2/25/2017,8/17/2018,34,2,2,3
1445,5,$206143.69,VA,US,2,Restaurants,Torphy-Sauer,84570,2,1,US,4,1962,13616,5/24/2015,11-01-2018,86,4,1,5
1446,3,$532345.45,NY,US,3,,Littel and Sons,54849,3,2,US,3,1994,659208,5/29/2017,2/13/2018,58,4,5,1
1447,1,$526719.64,CO,US,2,Biotechnology: Commercial Physical & Biological Resarch,Donnelly-Hammes,65066,3,2,US,4,1936,199297,2/27/2016,12/13/2018,54,4,2,3
1448,5,$284773.31,TX,US,2,Real Estate Investment Trusts,Johnston-Kassulke,28231,4,3,US,3,1970,647556,2/19/2016,03-12-2018,85,3,5,2
1449,1,$861289.54,MO,US,3,,Will LLC,37077,4,1,US,2,1952,499099,4/18/2016,7/26/2018,83,3,4,1
1450,2,$292347.53,TX,US,2,Investment Managers,"Stark, Wiza and Skiles",51758,2,3,US,1,1960,627893,03-03-2016,8/30/2018,65,3,5,4
1451,5,$665128.44,DC,US,2,Metal Fabrications,"Brown, Parisian and Strosin",95318,3,2,US,7,1928,105293,4/17/2015,3/24/2018,49,3,3,1
1452,5,$320872.92,TX,US,3,Real Estate Investment Trusts,"Cole, Russel and Hoeger",15414,1,3,US,3,1975,345773,11-09-2015,09-10-2018,62,5,5,3
1453,1,$551110.36,IL,US,3,,Hilll Group,43527,1,3,US,3,1993,715599,9/27/2016,03-06-2018,47,2,2,2
1454,2,$520061.24,PA,US,2,,Sauer-Kub,77329,1,3,US,3,1986,178542,5/26/2015,9/25/2018,66,1,2,1
1455,4,$778726.94,TX,US,3,Industrial Machinery/Components,Murphy and Sons,1401,2,2,US,4,1987,106500,12-02-2015,5/26/2018,66,4,4,3
1456,2,$466697.14,CA,US,3,,"Bergnaum, Okuneva and Schinner",19844,4,2,US,1,1944,691131,03-06-2017,06-02-2018,46,1,3,5
1457,1,$354702.91,GA,US,2,Major Banks,"Prosacco, Lesch and Bergnaum",15736,4,2,US,4,1911,639276,11/20/2016,06-03-2018,34,1,5,1
1458,4,$850001.78,WA,US,3,Electronic Components,Price-Bechtelar,69315,3,1,US,3,1922,602052,4/25/2015,09-12-2018,80,5,2,3
1459,2,$821940.76,SC,US,3,Automotive Aftermarket,Cassin-Rippin,86827,3,3,US,2,1902,523880,12/26/2016,12/23/2018,68,3,3,2
1460,3,$808648.69,MD,US,3,Construction/Ag Equipment/Trucks,Effertz LLC,51957,3,3,US,3,1940,106522,7/29/2015,3/27/2018,44,3,5,3
1461,3,$399259.25,CO,US,3,Homebuilding,"Kautzer, Lueilwitz and Considine",88534,1,1,US,6,1999,429231,11-02-2016,12-10-2018,86,4,4,3
1462,2,$342432.11,AL,US,3,Telecommunications Equipment,Hettinger-Reilly,64524,4,1,US,2,1986,453460,12/18/2016,9/30/2018,71,1,5,1
1463,2,$468708.05,TX,US,3,Commercial Banks,"Beatty, Rice and Murray",98116,4,3,US,7,2000,95544,6/20/2017,5/21/2018,32,4,3,3
1464,3,$764102.76,NY,US,2,Specialty Foods,"McDermott, Ullrich and Hansen",40453,4,2,US,2,1952,427832,8/31/2017,8/29/2018,53,4,1,3
1465,4,$81227.88,AL,US,2,Oil & Gas Production,"Thompson, Osinski and Gutmann",10086,3,3,US,2,1902,149857,5/26/2016,04-04-2018,46,4,2,3
1466,2,$8435.19,MN,US,2,Military/Government/Technical,Davis-Watsica,75125,4,2,US,1,1947,377032,12/14/2017,3/14/2018,52,1,3,2
1467,2,$534498.04,MS,US,3,Trucking Freight/Courier Services,Doyle Group,77173,3,1,US,5,1949,242185,02-10-2017,12/30/2018,78,4,2,1
1468,1,$949238.63,AL,US,2,Auto Parts:O.E.M.,"Cartwright, Stiedemann and Bradtke",85260,2,3,US,4,1927,417143,8/25/2015,2/13/2018,57,2,1,3
1469,4,$887160.95,MN,US,2,,"Nienow, Blick and Medhurst",33303,1,2,US,3,1940,418721,02-01-2017,3/20/2018,33,4,1,5
1470,3,$774157.18,CA,US,4,Natural Gas Distribution,Quitzon Inc,37778,3,1,US,1,1904,557773,09-11-2017,01-06-2019,59,2,2,3
1471,5,$890907.60,TX,US,2,Oil/Gas Transmission,Wintheiser and Sons,54025,2,3,US,3,1903,793168,1/28/2017,03-04-2018,47,1,3,5
1472,1,$375530.47,MS,US,2,,Welch-Koss,83291,2,1,US,6,1920,408938,11/13/2017,10/30/2018,52,2,4,1
1473,4,$933285.66,WV,US,2,Consumer Specialties,Kovacek and Sons,29850,2,1,US,3,1992,157767,04-11-2015,06-11-2018,62,2,4,3
